1 , "nom","lat","lon","adr1","adr2","adr3","adr4","tel","mail","web","intro","description","langues_nbr","langues","visite","activites_nbr","activites","services_nbr","services","url"
42 , "Domaine de la chanteleuserie","47.298573","0.227908","EARL BOUCARD THIERRY","La chanteleuserie","37140 BENAIS",,"02 47 97 30 20","t-boucard@wanadoo.fr","http://vin-bourgueil-boucard.com","<p>Notre domaine est situé à Benais sur l'ère d'appellation Bourgueil, entre Tours et Saumur, sur la rive nord de la Loire. Créé en 1822, il est dirigé actuellement par Thierry BOUCARD qui représente la 7ème génération de vigneron. Notre vignoble se constitue de 22 hectares, 19 en AOC Bourgueil et 3 en St Nicolas de Bourgueil. Vous êtes accueillis dans un ancien chai d’époque où nous avons le plaisir de vous faire découvrir nos différents vins et nos méthodes de vinification. En dégustation, nous vous proposons plusieurs cuvées et plusieurs millésimes pour votre plus grand plaisir.</p>","Produits : Vins AOC : AOC Bourgueil - AOC Saint Nicolas de Bourgueil - AOC Touraine Groupes acceptés (jusqu'à 45 personnes)",2,"Français Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-la-chanteleuserie-benais"
43 , "Domaine Sylvain Gaudron","47.420345","0.855342","EARL DOMIANE SYLVAIN GAUDRON","59 rue Neuve","37210 VERNOU-SUR-BRENNE",,"02 47 52 12 27","sylvain.gaudron@wanadoo.fr","http://www.vouvray-gaudron.com","<p>Le Domaine Sylvain GAUDRON de 25 hectares est située àdeux pas de la Loire dans un charmant village, près du Château de Jallanges. Venez déguster les nombreux vins de Vouvray élaborés avec le grand soin dans les caves troglodytiques du XIII siècle. Le Domaine produit également du jus de raisin de cépage chenin blanc qui peut ê,tre déguster par toute la famille.</p>","Produits : Vins AOC : AOC Vouvray Groupes acceptés (jusqu'à 50 personnes)",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-sylvain-gaudron-vernou-sur-brenne"
44 , "Cave Saint Vincent","47.391752","0.666567","CAVE SAINT VINCENT","8 rue du Lieutenant Roze","37520 LA RICHE",,"02 47 39 58 65","cave.saint.vincent@orange.fr","http://www.cavestvincent37.com","<p>A la porte ouest de la capitale tourangelle, venez découvrir une large sélection de Vins de Loire dans un décor qui va vous faire remonter le temps.</p>","Produits : Bières - Cidre - Confitures - Spiritueux - Vins",1,"Anglais",,0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cave-saint-vincent-la-riche"
45 , "Tours Langues","47.394671","0.681509","TOURS LANGUES","36 rue Briçonnet","37000 TOURS",,"02 47 66 01 00","info@langues.com","http://www.langues.com","<p>Enseignement du français aux étrangers. Enseignement de l'anglais, l'allemand, l'espagnol. Formation professionnelle en partenariat avec le CFA de la CMA37 en pâtisserie, boulangerie, traiteur, esthétique.</p>","Groupes acceptés (jusqu'à 50 personnes)",4,"Anglais Allemand Italien Japonais",,1,"Cours de langue",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/tours-langues-tours"
46 , "Domaine des Vallettes","47.284852","0.12535","Maison JAMET SARL","Les Vallettes","Route N° 1","37140 SAINT-NICOLAS-DE-BOURGUEIL","02 47 97 44 44","francis.jamet@les-vallettes.com","http://www.les-vallettes.com","<p>Le Domaine des Vallettes est une propriété familiale d'une vingtaine d'hectares. Les Jamet sont viticulteurs de père en fils à St Nicolas de Bourgueil depuis cinq générations. La joie et la bonne humeur rayonnent au Domaine des Vallettes, et c'est dans cette ambiance que vous serez invités à déguster leurs vins, à visiter la cave et à vous promener dans les vignes. Soyez les bienvenus !</p>","Produits : Vins AOC : AOC Bourgueil - AOC Saint Nicolas de Bourgueil Groupes acceptés (jusqu'à 50 personnes)",2,"Français Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-des-vallettes-saint-nicolas-de-bourgueil"
47 , "Des Sentes Canoë","47.348691","0.536037","DES SENTES CANOE","82 rue du Port","37510 SAVONNIERES",,,"des-sentes@hotmail.fr","http://www.des-sens.com","<p>Location de canoë-kayak. Randonnée sur place ou itinérante (Cher et Loire). Au départ de Savonnières, sur l'itinéraire de la Loire à Vélo. Encadrement possible par des brevetés d'état.</p>","Groupes acceptés (jusqu'à 50 personnes)",1,"Anglais",,3,"Activités pour les enfants(sachant nager) Activités pour les familles Canoé kayak",2,"Animations thématiques spécifiques Transfert de bagages","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/des-sentes-canoe-savonnieres"
48 , "Aérocom Montgolfières","47.419859","0.99222","AEROCOM","Ile d'Or","37400 AMBOISE",,"02 54 33 55 00","contact@aerocom.fr","http://www.aerocom.fr","<p>Vols en montgolfière au départ d'Amboise, Chenonceaux et Chaumont. Survol des châteaux de la vallée de la Loire. Certificat d'ascension et toast à l'atterrissage en compagnie de l'équipage pour fêter l'événement, retour en 4x4.</p>","Groupes acceptés (jusqu'à 100 personnes)",4,"Français Anglais Espagnol Italien",,1,"Montgolfière",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/aerocom-montgolfieres-amboise"
49 , "Domaine Ligeard","47.101111","0.591399","Domaine Ligeard","La Peuvrie","37800 SAINTE-MAURE-DE-TOURAINE",,"02 47 65 49 22","earl.ligeard.poulinet@cegetel.net",,"<p>Notre exploitation se situe au cœur de l'appellation du fromage de chèvre AOC Ste Maure. Nos caves troglodytiques sont en plaine, ce qui est rare en Touraine.</p>","Produits : Vins AOC : AOC Touraine",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-ligeard-sainte-maure-de-touraine"
50 , "Domaine Mabileau Guy et Lysiane","47.287707","0.102584","DOMAINE MABILEAU GUY ET LYSIANE","17 rue du vieux chêne","37140 SAINT-NICOLAS-DE-BOURGUEIL",,"02 47 97 70 43","lg.mabileau@aliceadsl.fr","http://www.lysianeetguymabileau.com",,"Produits : Vins AOC : AOC Saint Nicolas de Bourgueil Groupes acceptés (jusqu'à 30 personnes)",2,"Français Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-mabileau-guy-et-lysiane-saint-nicolas-de-bourgueil"
51 , "Brasserie de l'Aurore","47.262646","0.834332","BRASSERIE DE L'AURORE","5 avenue de la Gare","37320 CORMERY",,"06 80 48 53 22","contact@brasserie-aurore.fr","http://www.brasserie-aurore.fr","<p>Fabrication et vente de bières artisanales, non filtrées, non pasteurisées, ainsi que de vinaigre de bière.</p>","Produits : Bières - Sirops et jus de fruits Groupes acceptés (jusqu'à 25 personnes)",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/brasserie-de-l-aurore-cormery"
52 , "Bateau Restaurant La Bélandre","47.330545","1.088686","SARL LA BELANDRE","Maison Eclusière","BP 4","37150 CHISSEAUX","02 47 23 98 64","contact@labelandre.com","http://www.labelandre.com","<p>Croisière commentée sur le Cher en gabare (bateau traditionnel). Passage sous les arches du somptueux château Renaissance de Chenonceau. Possibilité de dégustation de produits du terroir pour les groupes à partir de 20 personnes. Capacité du bateau : 120 en promenade et 102 pour la restauration. Durée de 1h15 ou 2h30 (pour la restauration).</p>","Groupes acceptés (jusqu'à 120 personnes)",4,"Anglais Allemand Espagnol Italien",,1,"Bateaux promenade",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/bateau-restaurant-la-belandre-chisseaux"
53 , "Reines de Touraine","47.266826","0.354063","REINES DE TOURAINE","27 rue du Commerce","37190 RIVARENNES",,"02 47 95 47 46","reinesdetouraine@sfr.fr",,"<p>Production traditionnelle, exclusivement en four à bois, de poires et pommes tapées ainsi qu'une large gamme de produits dérivés (fruits déshydratés, réhydratés dans différents vins de Loire, confitures, confitures sèches, confits de vin...). Production et commercialisation de vin d'Hypocras</p>","Produits : Biscuits / Pâtisseries - Bonbons / Confiseries - Chocolat - Condiments / Huilerie - Confitures - Conserverie - Sirops et jus de fruits - Spiritueux - Vins Groupes acceptés (jusqu'à 20 personnes)",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/reines-de-touraine-rivarennes"
54 , "Le ponton handipêche de la Boire","47.38404","0.747557","rue du colombier","37700 SAINT-PIERRE-DES-CORPS",,,"02 47 63 43 43","infocom@mairie-st-pierredescorps.fr","http://www.saintpierredescorps.fr",,,0,,,0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/le-ponton-handipeche-de-la-boire-saint-pierre-des-corps"
55 , "Domaine de la Grange","47.326529","1.002086","EARL Domaine de la Grange","8 Rue de la Grange","37150 BLERE",,"02 47 57 68 18","bruno.curassier@bbox.fr","http://www.lagrange-curassier.fr","<p>Bruno Curassier, artisan vigneron, vous accueille dans son domaine familial de 20 hectares qu’il a repris depuis 15 ans. L'intégralité du vignoble géré en viticulture raisonnée produit des vins de terroirs issus des meilleurs coteaux qui surplombent le célèbre Château de Chenonceaux. Venez découvrir la passion des Curassier : le vin et l’élevage des chevaux !</p>","Produits : Vins AOC : AOC Crémant de Loire - AOC Touraine Groupes acceptés (jusqu'à 50 personnes)",2,"Anglais Allemand","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-la-grange-blere"
56 , "Atelier de tailleur de pierre Pieter Hoefman","47.05453","0.299538","ATELIER DE TAILLE DE PIERRE PIETER HOEFMAN","Le Lac","37120 CHAMPIGNY-SUR-VEUDE",,"02 47 58 73 91","info@hoefman.net","http://www.hoefman.net","<p>Visite commentée (F/GB/NL) de l'atelier et de l'exposition de sculptures. 10.00/12.00 - 14.00/17.00 sur RV.</p>","Groupes acceptés (jusqu'à 14 personnes)",3,"Français Anglais Néerlandais",,1,"Sculpture",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/atelier-de-tailleur-de-pierre-pieter-hoefman-champigny-sur-veude"
57 , "Club ULM du centre sportif UFOLEP","47.460547","0.235173","ULM BASE UFOLEP","Lieu dit les Gennetières","37330 CHANNAY-SUR-LATHAN",,"02 47 24 97 00","ulmchannay@gmail.com","http://www.channay.uphero.com","<p>Base de loisirs sportifs. Ecole de pilotage ULM.</p>","Groupes acceptés (jusqu'à 30 personnes)",3,"Français Anglais Espagnol",,2,"Activités pour les enfants(7) ULM",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/club-ulm-du-centre-sportif-ufolep-channay-sur-lathan"
58 , "Ateliers culinaires et découvertes Terroirs - Santé","47.383905","0.708553","ATELIERS CULINAIRES ET DECOUVERTES TERROIRS -","SANTE","5 rue Jean Moulin","37000 TOURS","06 30 53 48 75","cuisineetnaturo@gmail.com","http://www.emmanuelastier.com","<p>Ateliers culinaires et formations cuisines autour de la cuisine santé sans allergènes alimentaires mais aussi des cuisines végétariennes, végétaliennes françaises et internationales en mettant en avant les produits naturels de la vallée de la Loire.</p>","Groupes acceptés (jusqu'à 12 personnes)",2,"Anglais Italien",,3,"Activités pour les familles Gastronomie Botanique jardin",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/ateliers-culinaires-et-decouvertes-terroirs-sante-tours"
59 , "Les Maîtres Vignerons de la Gourmandière","47.321141","1.078525","Les Maîtres Vignerons de la Gourmandière","24 rue de Chenonceaux","37150 FRANCUEIL",,"02 47 23 91 22","info@vignerons-gourmandiere.com","http://www.vignerons-gourmandiere.com/fr/accueil.html","<p>Situé au coeur de la vallée de la Loire et à proximité immédiate du sompteux château de Chenonceaux, notre cave vous offrira une magnifique gamme de vins de qualité. Ces derniers ont été élaborés à partir de raisins tout spécialement sélectionnés et élevés par nos vignerons pour enfin être transformés dans notre chai par des mains expérimentées et de talent dans l'unique but de vous satisfaire et de séduire vos papilles.</p>","AOC : AOC Touraine",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-maitres-vignerons-de-la-gourmandiere-francueil"
60 , "Frederic Brilloux - moniteur guide de pêche","47.104792","0.477661","FREDERIC BRILLOUX","1 rue Rabelais","37220 PARCAY-SUR-VIENNE",,"06 81 33 44 55","bbfn@wanadoo.fr","http://www.peche-et-patrimoine.com","<p>Initiation et perfectionnement aux différentes techniques de pêche sportives en bateau et de bord.</p>","Groupes acceptés (jusqu'à 8 personnes)",2,"Anglais Espagnol",,3,"Activités pour les enfants(6 ans) Activités pour les familles Pêche",1,"Animations thématiques spécifiques","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/frederic-brilloux-moniteur-guide-de-peche-parcay-sur-vienne"
61 , "Pierre et Lumière",,,"PARC MINIATURE PIERRE ET LUMIERE","Route de Gennes","49400 SAUMUR","LONGITUDE : -0.126022 / LATITUDE : 47.284899","02 41 50 70 04","infos@pierre-et-lumiere.com","http://www.pierre-et-lumiere.com",,"Groupes acceptés (jusqu'à 200 personnes)",1,"Anglais","oui",1,"Parc à thèmes",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/pierre-et-lumiere-saumur"
62 , "Stage Mme ROMAND","47.228654","0.494197","STAGE MME ROMAND","65 rue de la Galandière","37190 VILLAINES-LES-ROCHERS",,"02 47 45 49 04","romandc@wanadoo.fr","http://www.romand-art.fr","<p>Création, fabrication de vannerie d'art et décoration d'intérieur-ameublement. Stage de vannerie pour débutants et confirmés. Visite d'exploitation osiéricole.</p>","Groupes acceptés (jusqu'à 50 personnes)",1,"Anglais",,1,"Vannerie",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/stage-mme-romand-villaines-les-rochers"
63 , "Lamé-Delisle-Boucard","47.282328","0.266382","EARL Lamé-Delisle-Boucard","21 rue de la Galotière","37140 INGRANDES-DE-TOURAINE",,"02 47 96 98 54","lame.delisle.boucard@wanadoo.fr","http://lame-delisle-boucard.com","<p>Notre exploitation créée en 1869 propose depuis plusieurs générations une large palette de millésimes à la vente. Notre magnifique cave dans le tuffeau, ainsi que la qualité de nos vins, nous permettent de proposer à la vente, à des prix tout à fait raisonnable, une large palette de vins élevés, vieillis par nos soins et qui sont arrivés à leur maturité. Suivez le chemin en passant par un jardin de roses digne d’un château de la Loire pour être accueilli dans la boutique moderne de notre domaine. Petite randonnée fléchée, à partir du Domaine, dans les vignes, pour se rendre à une table d'orientation sur le mont sigou.</p>","Produits : Vins AOC : AOC Bourgueil - AOC Crémant de Loire - AOC Touraine Groupes acceptés (jusqu'à 20 personnes)",2,"Français Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/lame-delisle-boucard-ingrandes-de-touraine"
64 , "Domaine de la chataigneraie","47.43543","0.749145","DOMAINE DE LA CHATAIGNERAIE","Allée des Perrières","37210 PARCAY-MESLAY",,"02 47 29 11 65","info@vouvraygautier.com","http://www.vouvraygautier.com","<p>Exploitation familiale depuis le XVII siècle, la Cave Gautier vous accueille aux portes de Tours et de Vouvray. Un espace de dégustation au sein du tuffeau, au cœur de la roche calcaire, avec un réseau de cave de vinification pour le vin de Vouvray de plus de 1km.</p>","Produits : Vins AOC : AOC Vouvray",2,"Anglais Espagnol","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-la-chataigneraie-parcay-meslay"
65 , "Cave du Pays de Bourgueil","47.29683","0.162705","CAVE DU PAYS DE BOURGUEIL","2 rue des Caves","Chevrette","37140 BOURGUEIL","02 47 58 58 40","info@cavesbourgueil.com","http://www.cavesbourgueil.com","<p>Visite guidée et conviviale du musée troglodytique situé au coeur des vignobles, présentation et dégustation des vins du terroir.</p>","Produits : Vins AOC : AOC Bourgueil - AOC Saint Nicolas de Bourgueil",1,"Anglais","oui",1,"Activités pour les enfants(7)",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cave-du-pays-de-bourgueil-bourgueil"
66 , "Touraine Cheval","47.314076","0.419519","ASSOCIATION TOURAINE CHEVAL","2 rue des Brisaciers","37130 LA CHAPELLE-AUX-NAUX",,,"associationtourainecheval@gmail.com","http://www.tourainecheval.com","<p>Touraine Cheval vous accueille, seul ou en groupe au coeur de la vallée de la Loire pour vous faire découvrir ses merveilleux paysages au rythme du pas des chevaux et des poneys.</p>","Groupes acceptés (jusqu'à 20 personnes)",3,"Français Anglais Espagnol",,1,"Equitation Randonnée équestre",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/touraine-cheval-la-chapelle-aux-naux"
